Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Main Category
Milan Central zone,45.4668,9.1905,Ristorante Trussardi alla Scala,45.467036234607484,9.18951188971359,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Luini,45.465707270425064,9.191430566038733,Bakery,food
Milan Central zone,45.4668,9.1905,VUN Andrea Aprea,45.46528959918064,9.189132526222204,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Panini Durini,45.465238392719286,9.18859009871778,Sandwich Place,food
Milan Central zone,45.4668,9.1905,Langosteria Café,45.46475951105088,9.194898655099053,Bistro,food
Milan Central zone,45.4668,9.1905,Galleria Ristorante Pizzeria,45.465880666740375,9.190024718474266,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,La Veranda,45.469293047379345,9.195544110742077,Mediterranean Restaurant,food
Milan Central zone,45.4668,9.1905,Bvlgari Ristorante,45.47000473202867,9.188943329193505,Restaurant,food
Milan Central zone,45.4668,9.1905,Bice,45.47015162771649,9.194139731497588,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Piz,45.462163,9.185767,Pizza Place,food
Milan Central zone,45.4668,9.1905,Salsamenteria di Parma,45.46630906484935,9.195517875584027,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Il Salumaio di Montenapoleone,45.46988,9.1946,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Caffè Napoli,45.462816426798085,9.189022685823147,Café,food
Milan Central zone,45.4668,9.1905,Hana,45.46238045475964,9.188521336800811,Korean Restaurant,food
Milan Central zone,45.4668,9.1905,Non è Peccato,45.46914588111431,9.187462973124525,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Nobu,45.47097444286393,9.192958023475091,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Andry,45.46724,9.18445,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Risoelatte,45.46651401339931,9.183261897689764,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Five Guys,45.46611896800929,9.196627988069478,Burger Joint,food
Milan Central zone,45.4668,9.1905,Paper Moon,45.467403080127916,9.196873143040188,Pizza Place,food
Milan Central zone,45.4668,9.1905,B Café,45.46264,9.183381,Café,food
Milan Central zone,45.4668,9.1905,Princi,45.469258043845535,9.185450077056885,Bakery,food
Milan Central zone,45.4668,9.1905,SUSHI B,45.472152817711006,9.186882902520615,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Princi,45.468876534217785,9.199125369977203,Bakery,food
Milan Central zone,45.4668,9.1905,La Sardina Innamorata,45.46304105651267,9.196209774001318,Sardinian Restaurant,food
Milan Central zone,45.4668,9.1905,La Piadineria,45.46245925204368,9.187074113641895,Piadineria,food
Milan Central zone,45.4668,9.1905,Convivium,45.47039,9.18467,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Da Puccini,45.46715680731585,9.181548151632873,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Panini Durini,45.465467088499665,9.198214087171793,Sandwich Place,food
Milan Central zone,45.4668,9.1905,La Prosciutteria,45.474152249384275,9.183449149009013,Sandwich Place,food
Milan Central zone,45.4668,9.1905,Ristorante Emilia & Carlo,45.469589491409465,9.184553631112177,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Zen Sushi Restaurant,45.4597,9.18867,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Princi,45.46302917028038,9.187967969165536,Bakery,food
Milan Central zone,45.4668,9.1905,Nerino Dieci,45.46109114647391,9.18334568221691,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Temakinho Brera,45.4746512477258,9.183356059190302,Sushi Restaurant,food
Milan Central zone,45.4668,9.1905,Da Zero - Pizza e Territorio,45.46433730683985,9.179309622074877,Pizza Place,food
Milan Central zone,45.4668,9.1905,Valentino Ristorante,45.46693753715295,9.200123749167902,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Circus Cafe,45.461491,9.180813,Café,food
Milan Central zone,45.4668,9.1905,l'arabesque Milano,45.46316930355682,9.19860171909952,Restaurant,food
Milan Central zone,45.4668,9.1905,Yokohama Flavour Journey Cuisine,45.459651,9.191617,Sushi Restaurant,food
Milan Central zone,45.4668,9.1905,Felice A Testaccio,45.46024546967407,9.18088280707489,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,93 gradi,45.467155,9.201183,Bistro,food
Milan Central zone,45.4668,9.1905,Antica Osteria Stendhal,45.473977893737484,9.187678472926805,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,De Santis,45.46573894898457,9.179757996453052,Sandwich Place,food
Milan Central zone,45.4668,9.1905,Le Petit Bistrot,45.46684486985102,9.181303176543873,Café,food
Milan Central zone,45.4668,9.1905,Wicky's Cuisine,45.45973932285244,9.187960624694824,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Bar del Carmine,45.47020244214919,9.185109025513606,Café,food
Milan Central zone,45.4668,9.1905,Scriptorium Cafè,45.465159885442084,9.17709300511222,Café,food
Milan Central zone,45.4668,9.1905,Ristorante Yazawa,45.475806,9.189566,Shabu-Shabu Restaurant,food
Milan Central zone,45.4668,9.1905,Cantina della Vetra,45.4587044832897,9.182060692582585,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Trattoria Del Corso,45.47261947676569,9.183864689778568,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Patti Bakery & Bistrot,45.46690266968197,9.183734598508348,Bakery,food
Milan Central zone,45.4668,9.1905,La Tartina,45.471540100843235,9.184848608925677,Tapas Restaurant,food
Milan Central zone,45.4668,9.1905,La Dogana Del Buon Gusto,45.457296,9.181781,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Hamerica's,45.459639,9.181071,Burger Joint,food
Milan Central zone,45.4668,9.1905,Pizza Am,45.4555208930837,9.19678789241498,Pizza Place,food
Milan Central zone,45.4668,9.1905,Viva,45.45625017892647,9.195423303970793,Salad Place,food
Milan Central zone,45.4668,9.1905,La Vecchia Guardia,45.45711157303401,9.199247426886927,Restaurant,food
Milan Central zone,45.4668,9.1905,al Pozzo,45.47151986365616,9.18478480173157,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Caffè Majestic,45.46754857631377,9.183229640751927,Café,food
Milan Central zone,45.4668,9.1905,TIBI - Bistrot Provencal,45.47568,9.189468,Diner,food
Milan Central zone,45.4668,9.1905,Drogheria Milanese,45.477476841759376,9.188720846262216,Restaurant,food
Milan Central zone,45.4668,9.1905,Chicco do Mexico,45.460109,9.181184,Café,food
Milan Central zone,45.4668,9.1905,Osaka,45.47625887587924,9.18462279141953,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Pasticceria Ranieri,45.466978201673975,9.18114789126016,Café,food
Milan Central zone,45.4668,9.1905,Caffè Napoli,45.47795188574631,9.184552269758937,Café,food
Milan Central zone,45.4668,9.1905,Temakinho Magenta,45.46792556902423,9.174649412724317,Sushi Restaurant,food
Milan Central zone,45.4668,9.1905,Baobab,45.472587535790495,9.183887237112662,Burger Joint,food
Milan Central zone,45.4668,9.1905,Pavè Break,45.4567901741736,9.199249872685883,Bakery,food
Milan Central zone,45.4668,9.1905,ATMosfera,45.46941136063414,9.181854864815714,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Wasabi,45.46949610518701,9.185171297396113,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Chiosco Squadre,45.46958548669293,9.181647721410494,Sandwich Place,food
Milan Central zone,45.4668,9.1905,Ristorante Da Giacomo,45.46547770800803,9.208602234886024,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Miscusi,45.468298,9.174258,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Panino Giusto,45.47681298336027,9.195519172725977,Sandwich Place,food
Milan Central zone,45.4668,9.1905,Yoshi,45.477685195632425,9.193541929820947,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Spoon,45.46338371488534,9.208209485072603,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Gong Oriental Attitude,45.46781797832792,9.208464393243972,Asian Restaurant,food
Milan Central zone,45.4668,9.1905,Salsamenteria Di Parma,45.46964983473519,9.185085120339421,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Flower Burger,45.47589,9.202738,Burger Joint,food
Milan Central zone,45.4668,9.1905,Tartufotto,45.46886191990683,9.184509580852026,Restaurant,food
Milan Central zone,45.4668,9.1905,Dal Politico,45.468844738325735,9.180371473472006,Food Stand,food
Milan Central zone,45.4668,9.1905,Miscusi,45.463047,9.205429,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Cavoli a Merenda!,45.46597534048564,9.172270899393586,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Nozomi,45.46929712140209,9.206934158413812,Ramen Restaurant,food
Milan Central zone,45.4668,9.1905,Ristorante Solferino,45.478260277204136,9.188297994768615,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Osteria Dei Poeti,45.47468324427688,9.18339715320146,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Farini,45.45731571862563,9.18103414075939,Café,food
Milan Central zone,45.4668,9.1905,La Carbonella,45.465657,9.176241,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Babek,45.46058817614075,9.180338536841544,Fast Food Restaurant,food
Milan Central zone,45.4668,9.1905,Osteria Brunello,45.4793098971077,9.185902395738916,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Al Mercato Ristorante & Burger Bar,45.45744854004075,9.18922289349642,Burger Joint,food
Milan Central zone,45.4668,9.1905,Santu Paulu,45.473213,9.184227,Café,food
Milan Central zone,45.4668,9.1905,Tamandi Bakery,45.474053,9.183726,Pizza Place,food
Milan Central zone,45.4668,9.1905,Meravigli 13,45.4657962208583,9.181917729489234,Café,food
Milan Central zone,45.4668,9.1905,La Tana Del Lupo,45.47772599347418,9.198886610233425,Italian Restaurant,food
Milan Central zone,45.4668,9.1905,Sibilla,45.470930651661064,9.184232631970078,Pizza Place,food
Milan Central zone,45.4668,9.1905,Tramé - Original Venetian Sandwiches,45.473663942707034,9.183771550876129,Sandwich Place,food
Milan Central zone,45.4668,9.1905,Sumire,45.47896174572013,9.184392712299044,Japanese Restaurant,food
Milan Central zone,45.4668,9.1905,Bab,45.47783164502877,9.188781073000609,Asian Restaurant,food
Milan Central zone,45.4668,9.1905,Gallerie d'Italia,45.4671829380214,9.190056464004908,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Teatro alla Scala,45.46702682287549,9.189686087489497,Opera House,arts
Milan Central zone,45.4668,9.1905,Palazzo Reale,45.46295958166468,9.191347534052955,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Museo Poldi Pezzoli,45.468630306974084,9.191608683071575,Art Museum,arts
Milan Central zone,45.4668,9.1905,Museo Bagatti Valsecchi,45.46959816665104,9.19479714122411,Art Museum,arts
Milan Central zone,45.4668,9.1905,Museo del Novecento - Arengario,45.463413,9.190245,Art Museum,arts
Milan Central zone,45.4668,9.1905,Pinacoteca Ambrosiana,45.463768430891356,9.186251294634948,Art Museum,arts
Milan Central zone,45.4668,9.1905,Pinacoteca di Brera,45.47197930243763,9.188128034574868,Art Museum,arts
Milan Central zone,45.4668,9.1905,Piccolo Teatro Grassi,45.466605165108234,9.184682428336306,Theater,arts
Milan Central zone,45.4668,9.1905,Villa Necchi Campiglio,45.46818078439628,9.201570364505626,Museum,arts
Milan Central zone,45.4668,9.1905,Leonardo3 - Il Mondo di Leonardo,45.466474,9.189701,History Museum,arts
Milan Central zone,45.4668,9.1905,Osservatorio Astronomico di Brera,45.47150883551485,9.189447081748549,Museum,arts
Milan Central zone,45.4668,9.1905,Forma Meravigli,45.46582428226601,9.184238939183299,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Museo Teatrale alla Scala,45.467060556550244,9.189575157101487,Museum,arts
Milan Central zone,45.4668,9.1905,Piccolo Teatro Strehler,45.47205299587371,9.1821182022893,Theater,arts
Milan Central zone,45.4668,9.1905,Museum Leonardo Da Vinci,45.46631837700974,9.189953832106752,Museum,arts
Milan Central zone,45.4668,9.1905,Piccolo Teatro Studio Melato,45.47257028304937,9.182809429757771,Theater,arts
Milan Central zone,45.4668,9.1905,Musei Castello Sforzesco,45.47056430267988,9.179292523089657,Museum,arts
Milan Central zone,45.4668,9.1905,Palazzo Morando,45.46877549104364,9.196363638708794,Museum,arts
Milan Central zone,45.4668,9.1905,Teatro Dal Verme,45.467104994089404,9.181457550687124,Theater,arts
Milan Central zone,45.4668,9.1905,Studio Castiglioni,45.46950932966995,9.177327636220916,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Dimore Studio,45.47476951515127,9.186954416761603,Art Gallery,arts
Milan Central zone,45.4668,9.1905,PAC - Padiglione d'Arte Contemporanea,45.47296678625038,9.1991481003047,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Nilufar,45.470828,9.195992,Art Gallery,arts
Milan Central zone,45.4668,9.1905,GAM Galleria d'Arte Moderna di Milano,45.472682743583775,9.19992306750278,Art Gallery,arts
Milan Central zone,45.4668,9.1905,La Triennale di Milano,45.4722426198106,9.173506680837344,Art Museum,arts
Milan Central zone,45.4668,9.1905,Fondazione Luciana Matalon,45.467730813237225,9.180852874766572,Art Museum,arts
Milan Central zone,45.4668,9.1905,Teatro Manzoni,45.47121444289214,9.194046349063788,Theater,arts
Milan Central zone,45.4668,9.1905,"Civico Planetario ""Ulrico Hoepli""",45.47358230232733,9.203953801819152,Planetarium,arts
Milan Central zone,45.4668,9.1905,Museo del Duomo,45.46350938006568,9.191898107528687,Museum,arts
Milan Central zone,45.4668,9.1905,Palazzo Della Permanente,45.47664310064494,9.195407455283705,Art Museum,arts
Milan Central zone,45.4668,9.1905,Teatro Filodrammatici,45.46728261647559,9.188664296716894,Theater,arts
Milan Central zone,45.4668,9.1905,Palazzo Dugnani,45.474447938188014,9.19692860612189,Art Museum,arts
Milan Central zone,45.4668,9.1905,"Albergo Diurno Metropolitano ""Venezia""",45.47485497403158,9.205205006814777,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Museo della Pietà Rondanini,45.469894733286054,9.179312573225632,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Teatro Carcano,45.4566535570949,9.195828005321571,Theater,arts
Milan Central zone,45.4668,9.1905,teatro philipp plein milano,45.45900999197705,9.182326274568998,Theater,arts
Milan Central zone,45.4668,9.1905,Anteo Palazzo del Cinema,45.47972708428351,9.187775719475049,Multiplex,arts
Milan Central zone,45.4668,9.1905,Spazio Oberdan,45.47535249769705,9.204348430338147,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Cinema Colosseo,45.4614453154836,9.20769892408668,Movie Theater,arts
Milan Central zone,45.4668,9.1905,Teatro dell'Arte,45.4721697741884,9.173884391784668,Theater,arts
Milan Central zone,45.4668,9.1905,Museo Studio Francesco Messina,45.46063244426709,9.181584410644097,Art Museum,arts
Milan Central zone,45.4668,9.1905,Fondazione Prada Osservatorio,45.46538404473142,9.190272153723141,Exhibit,arts
Milan Central zone,45.4668,9.1905,Mostra Il volto del '900,45.46320714081998,9.191084445739818,Public Art,arts
Milan Central zone,45.4668,9.1905,Museo Civico di Storia Naturale,45.47247475916393,9.20287576421133,History Museum,arts
Milan Central zone,45.4668,9.1905,Cinema Arlecchino,45.46639621171698,9.19543687062001,Movie Theater,arts
Milan Central zone,45.4668,9.1905,Teatro Litta,45.4660034736655,9.177762327176211,Theater,arts
Milan Central zone,45.4668,9.1905,Museo Archeologico,45.46548570963947,9.178680014027298,History Museum,arts
Milan Central zone,45.4668,9.1905,Museo del Risorgimento,45.472209116446265,9.189851678583807,Art Museum,arts
Milan Central zone,45.4668,9.1905,Fondazione Stelline,45.46571,9.17192,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Cardi Black Box,45.47744131660131,9.192794931238017,Art Gallery,arts
Milan Central zone,45.4668,9.1905,MUBA,45.45987327322436,9.205255508422852,Museum,arts
Milan Central zone,45.4668,9.1905,Biblioteca Ambrosiana,45.46364797159845,9.185317004111853,Art Museum,arts
Milan Central zone,45.4668,9.1905,Fondazione Museo Luciano Minguzzi,45.475225166255605,9.185129244161798,Art Museum,arts
Milan Central zone,45.4668,9.1905,Dream Factory,45.47956568834425,9.185564665127206,Art Gallery,arts
Milan Central zone,45.4668,9.1905,"The Space Cinema ""Milano Odeon""",45.46490897785458,9.192335307598114,Multiplex,arts
Milan Central zone,45.4668,9.1905,Cinema Eliseo,45.46075698288565,9.18270575309788,Multiplex,arts
Milan Central zone,45.4668,9.1905,Teatro Nuovo,45.46644322814875,9.197112321853638,Theater,arts
Milan Central zone,45.4668,9.1905,Teatro San Babila,45.46708361410807,9.199118593460161,Theater,arts
Milan Central zone,45.4668,9.1905,Teatro Arsenale,45.45945364684453,9.17993180614841,Theater,arts
Milan Central zone,45.4668,9.1905,Cinema Manzoni,45.47129149888901,9.194082673287163,Movie Theater,arts
Milan Central zone,45.4668,9.1905,Teatro Alle Colonne,45.45813353499102,9.181432072513749,Theater,arts
Milan Central zone,45.4668,9.1905,Sala Alda Merini,45.47538279998738,9.204228119435308,Indie Movie Theater,arts
Milan Central zone,45.4668,9.1905,Amore e Psiche by Eni Cultura,45.4665718956486,9.19054627418518,Art Museum,arts
Milan Central zone,45.4668,9.1905,Sebastião Salgado - Genesi,45.464922,9.187651,Art Gallery,arts
Milan Central zone,45.4668,9.1905,Louis Vuitton Time Capsule,45.463444,9.19096,Art Gallery,arts
Milan Central zone,45.4668,9.1905,mostra Haring,45.462015,9.190767,Exhibit,arts
Milan Central zone,45.4668,9.1905,Teatro Gerolamo,45.464234308022476,9.19665255198674,Amphitheater,arts
Milan Central zone,45.4668,9.1905,Museo dei navigli,45.478423,9.189009,Museum,arts
Milan Central zone,45.4668,9.1905,Leo Burnett Theater of Imagination,45.47142604832328,9.183607522910846,Theater,arts
Milan Central zone,45.4668,9.1905,Teatro Derby,45.465937146741744,9.201564521907223,Comedy Club,arts
Milan Central zone,45.4668,9.1905,Museo delle Arti Decorativi,45.470009,9.179662,History Museum,arts
Milan Central zone,45.4668,9.1905,Palazzo Stampa Di Soncino,45.46041463175065,9.18254286127866,Arts & Entertainment,arts
Milan Central zone,45.4668,9.1905,Fondazione Metropolitan,45.45723943906725,9.1875136994056,Art Gallery,arts
Milan Central zone,45.4668,9.1905,"Needle, Thread and Knot (Ago, Filo e Nodo)",45.46805756960149,9.176652431488037,Outdoor Sculpture,arts
Milan Central zone,45.4668,9.1905,"Brain. Il cervello, istruzioni per l'uso",45.472507561774975,9.202778451611074,Public Art,arts
Milan Central zone,45.4668,9.1905,Piazza della Scala,45.46689455747373,9.189881333606394,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza del Duomo,45.46419037150217,9.189527034759521,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Terrazze del Duomo,45.46420695931899,9.191074802686652,Scenic Lookout,outdoor
Milan Central zone,45.4668,9.1905,Piazza San Fedele,45.46643602543034,9.191180475697594,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Loggia dei Mercanti,45.46494591429447,9.187911310516967,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza del Liberty,45.465533266986206,9.193699808538195,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza dei Mercanti,45.46496331042556,9.187822941211417,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Corso Vittorio Emanuele II,45.46524981209162,9.194876432581149,Pedestrian Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza del Carmine,45.47010164559006,9.185058424715557,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza San Carlo,45.46582033417164,9.19641894603625,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Cordusio,45.46550849945183,9.186149812596456,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Fontana,45.46350878178352,9.194147565977298,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Via Della Spiga,45.469507086421004,9.19724655996214,Pedestrian Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Castello,45.468964760247026,9.181312098835035,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazzetta di Via della Spiga,45.469804625000556,9.197315922365988,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Giardini Perego,45.47210698171901,9.192223869526368,Park,outdoor
Milan Central zone,45.4668,9.1905,Piazza Sant'Alessandro,45.46083989402348,9.18649910688718,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Castello Sforzesco,45.46954541745923,9.180423646008808,Castle,outdoor
Milan Central zone,45.4668,9.1905,Piazza San Babila,45.466667411716614,9.197596739803103,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Fontana del Castello Sforzesco,45.469237,9.180917,Fountain,outdoor
Milan Central zone,45.4668,9.1905,Orto Botanico di Brera,45.47119704381633,9.18957711196917,Botanical Garden,outdoor
Milan Central zone,45.4668,9.1905,Piazza Garibaldi,45.468008325064424,9.182572956872594,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Foro Buonaparte,45.46916628134605,9.183142302899642,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Meda,45.46678061112194,9.192944557648786,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Giardino della Guastalla,45.45984979909194,9.197546103923846,Park,outdoor
Milan Central zone,45.4668,9.1905,Giardini di Villa Reale,45.47212719875043,9.199720614050616,Park,outdoor
Milan Central zone,45.4668,9.1905,Largo Cairoli,45.467836127202894,9.18264774927512,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Guastallapilates,45.4613835803997,9.198474884033203,Gym / Fitness Center,outdoor
Milan Central zone,45.4668,9.1905,Giardini Indro Montanelli,45.47435821048079,9.200626804149993,Park,outdoor
Milan Central zone,45.4668,9.1905,Parco Sempione,45.472956104975545,9.176876149092287,Park,outdoor
Milan Central zone,45.4668,9.1905,Piazza San Sepolcro,45.46289129415481,9.18534075908652,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza degli Affari,45.46485701206449,9.183293571594273,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Sant'Eufemia,45.45736122309612,9.187693282279419,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza San Marco,45.47316023843022,9.188079326942209,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Cavour,45.472518006590185,9.195237772531726,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Milanoskating,45.47327574086713,9.180289506912231,Athletics & Sports,outdoor
Milan Central zone,45.4668,9.1905,Parco Giochi Giardini di P.ta Venezia,45.47375291735528,9.202342291968586,Playground,outdoor
Milan Central zone,45.4668,9.1905,Parco Giovanni Paolo II,45.45581097111728,9.18231725692749,Park,outdoor
Milan Central zone,45.4668,9.1905,Piazza Borromeo,45.46337141173517,9.182659622709329,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Virgin Active,45.462222622409215,9.189634323120117,Gym / Fitness Center,outdoor
Milan Central zone,45.4668,9.1905,Piazza Sant'Ambrogio,45.46302026511832,9.176394939422607,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Playmore,45.477239798464275,9.190623579978846,Athletics & Sports,outdoor
Milan Central zone,45.4668,9.1905,Parco delle Basiliche,45.458241765102315,9.182800054550171,Park,outdoor
Milan Central zone,45.4668,9.1905,Sheraton Diana Garden,45.47352170594039,9.206992531140395,Garden,outdoor
Milan Central zone,45.4668,9.1905,Piazza Sant'Angelo,45.47625003912179,9.19192373985029,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Largo Claudio Treves,45.4752388890966,9.186873398152182,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Santo Stefano,45.46221916925315,9.195203740004917,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Laghetto del Parco Sempione,45.4730103137878,9.17656965509329,Lake,outdoor
Milan Central zone,45.4668,9.1905,keBody,45.46153024284031,9.185523735277332,Gym / Fitness Center,outdoor
Milan Central zone,45.4668,9.1905,Virgin Active,45.47222243976049,9.196479320526123,Gym,outdoor
Milan Central zone,45.4668,9.1905,Vivaio Riva,45.45721912924887,9.17934599693711,Garden,outdoor
Milan Central zone,45.4668,9.1905,Hard Candy Fitness Audace Repubblica,45.477588924463504,9.195095855172426,Gym,outdoor
Milan Central zone,45.4668,9.1905,Piazza Cinque Giornate,45.4623613736241,9.207334713388624,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Missori,45.460846212290264,9.188526046867846,Plaza,outdoor
Milan Central zone,45.4668,9.1905,brera design district,45.47238797897267,9.184079904775706,Palace,outdoor
Milan Central zone,45.4668,9.1905,Piazza della Repubblica,45.47828198755928,9.197092705602845,Plaza,outdoor
Milan Central zone,45.4668,9.1905,GetFIT City Club,45.46245194413734,9.18784164134022,Gym,outdoor
Milan Central zone,45.4668,9.1905,Piazza Eleonora Duse,45.47130302476848,9.204364856955875,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Via Pontaccio,45.472869950582265,9.186551919690237,Outdoors & Recreation,outdoor
Milan Central zone,45.4668,9.1905,Piazza Resistenza Partigiana,45.45891687871176,9.177864809490272,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Virgilio,45.4677870737838,9.17331576347351,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazzale Luigi Cadorna,45.46783247969905,9.176702417526867,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Oberdan,45.474426,9.205417,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Cesare Beccaria,45.464201,9.194857,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Largo Carrobbio,45.460122181146495,9.181067822930268,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Virgin Active,45.46511674714458,9.196064861086324,Gym,outdoor
Milan Central zone,45.4668,9.1905,Giardino di Villa Belgiojoso,45.472260057996145,9.199376106262207,Garden,outdoor
Milan Central zone,45.4668,9.1905,Piazza Armando Diaz,45.462334,9.189992,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Largo Augusto,45.46324224858189,9.197477102279663,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Tricolore,45.467755332062495,9.20663656705413,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Lanza,45.47201389091056,9.182665751722546,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Highline Galleria,45.464899546310974,9.189812049377855,Scenic Lookout,outdoor
Milan Central zone,45.4668,9.1905,20 Hours & Best Price,45.463691518099864,9.186302737752444,Gym,outdoor
Milan Central zone,45.4668,9.1905,Dolomites Cycling Tours,45.4635054,9.188245000000052,Bike Trail,outdoor
Milan Central zone,45.4668,9.1905,Piazza Lega Lombarda,45.477849510268555,9.180704221096306,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazza Mentana,45.46183274729597,9.181756572288917,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Via Hoepli,45.466794,9.192505,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazzetta Maurilio Bossi,45.467991625394546,9.187380557167712,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazzetta Amore,45.46877136871866,9.188313333441021,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Società Del Giardino,45.466125137311195,9.194542570351627,Gym / Fitness Center,outdoor
Milan Central zone,45.4668,9.1905,Piazza Santa Maria Beltrade,45.4627017668385,9.186775144925557,Plaza,outdoor
Milan Central zone,45.4668,9.1905,Piazzetta di Brera,45.47136402154766,9.18764673432738,Plaza,outdoor
Milan Central zone,45.4668,9.1905,La Palestrina di Emiliano,45.471298864394115,9.193988542327816,Gym / Fitness Center,outdoor
Milan Central zone,45.4668,9.1905,Parco Semione,45.46796556922698,9.182627053378985,Park,outdoor
